scenario,step,heading_error,mean_abs_heading_error,turn_bias,flywire_action,ideal_action,action_match,confusion_class
left,66,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,67,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,68,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,69,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,70,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,71,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,72,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,73,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,74,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,75,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,76,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,77,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,78,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,79,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,80,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,81,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,82,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,83,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,84,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,85,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,86,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,87,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,88,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,89,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,90,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,91,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,92,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,93,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,94,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,95,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,96,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
left,97,2.3850231156121886,2.3850231156121886,-0.26437282229965153,turn_left,turn_left,True,match
left,98,2.3850231156121886,2.3850231156121886,0.07186411149825786,walk_forward,turn_left,False,left_turn_confusion
left,99,2.3850231156121886,2.3850231156121886,0.1925087108013937,turn_right,turn_left,False,left_turn_confusion
right,0,-1.2685479538457844,1.2685479538457844,0.15287456445993033,turn_right,turn_right,True,match
right,1,-0.9601921609326853,0.9601921609326853,0.2621951219512195,turn_right,turn_right,True,match
right,2,-1.3614568329714944,1.3614568329714944,-0.10191637630662023,turn_left,turn_right,False,right_turn_confusion
right,3,-1.4138620022519959,1.4138620022519959,-0.017421602787456414,walk_forward,turn_right,False,right_turn_confusion
right,4,-1.1118903008954426,1.1118903008954426,0.11933797909407667,turn_right,turn_right,True,match
right,5,-1.516753917274075,1.516753917274075,-0.10191637630662023,turn_left,turn_right,False,right_turn_confusion
right,6,-1.5719447998633904,1.5719447998633904,-0.017421602787456414,walk_forward,turn_right,False,right_turn_confusion
right,7,-1.274810683029579,1.274810683029579,0.11933797909407667,turn_right,turn_right,True,match
right,8,-1.6807285116422164,1.6807285116422164,-0.10191637630662023,turn_left,turn_right,False,right_turn_confusion
right,9,-1.735965194575317,1.735965194575317,-0.017421602787456414,walk_forward,turn_right,False,right_turn_confusion
right,10,-1.4410702507394222,1.4410702507394222,0.11933797909407667,turn_right,turn_right,True,match
right,11,-1.8450341852762673,1.8450341852762673,-0.10191637630662023,turn_left,turn_right,False,right_turn_confusion
right,12,-1.8974093547408843,1.8974093547408843,-0.017421602787456414,walk_forward,turn_right,False,right_turn_confusion
right,13,-1.601793468611642,1.601793468611642,0.11933797909407667,turn_right,turn_right,True,match
right,14,-2.0012262962563807,2.0012262962563807,-0.10191637630662023,turn_left,turn_right,False,right_turn_confusion
right,15,-2.048514238849754,2.048514238849754,-0.017421602787456414,walk_forward,turn_right,False,right_turn_confusion
right,16,-1.7497210060483523,1.7497210060483523,0.11933797909407667,turn_right,turn_right,True,match
right,17,-2.1431159623247726,2.1431159623247726,-0.10191637630662023,turn_left,turn_right,False,right_turn_confusion
right,18,-2.184214308980657,2.184214308980657,-0.017421602787456414,walk_forward,turn_right,False,right_turn_confusion
right,19,-1.8807769038137263,1.8807769038137263,0.11933797909407667,turn_right,turn_right,True,match
right,20,-2.2677517593796055,2.2677517593796055,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,21,-2.302572055822729,2.302572055822729,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,22,-1.9939796278244344,1.9939796278244344,0.11933797909407667,turn_right,turn_right,True,match
right,23,-2.3749302012081865,2.3749302012081865,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,24,-2.4040123631567742,2.4040123631567742,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,25,-2.090403400609505,2.090403400609505,0.11933797909407667,turn_right,turn_right,True,match
right,26,-2.4660974433431706,2.4660974433431706,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,27,-2.4902431972069596,2.4902431972069596,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,28,-2.1720881773601786,2.1720881773601786,0.11933797909407667,turn_right,turn_right,True,match
right,29,-2.5433804471050108,2.5433804471050108,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,30,-2.563420679653091,2.563420679653091,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,31,-2.2413034667478033,2.2413034667478033,0.11933797909407667,turn_right,turn_right,True,match
right,32,-2.6089883290070315,2.6089883290070315,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,33,-2.6089883290070315,2.6089883290070315,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,34,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,35,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,36,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,37,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,38,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,39,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,40,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,41,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,42,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,43,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,44,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,45,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,46,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,47,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,48,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,49,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,50,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,51,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,52,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,53,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,54,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,55,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,56,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,57,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,58,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,59,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,60,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,61,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,62,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,63,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,64,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,65,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,66,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,67,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,68,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,69,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,70,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,71,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,72,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,73,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,74,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,75,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,76,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,77,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,78,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,79,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,80,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,81,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,82,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,83,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,84,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,85,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,86,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,87,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,88,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,89,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,90,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,91,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,92,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,93,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,94,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,95,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,96,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
right,97,-2.28455347825858,2.28455347825858,0.11933797909407667,turn_right,turn_right,True,match
right,98,-2.28455347825858,2.28455347825858,-0.12630662020905925,turn_left,turn_right,False,right_turn_confusion
right,99,-2.28455347825858,2.28455347825858,0.006968641114982577,walk_forward,turn_right,False,right_turn_confusion
front,0,0.36798790870129444,0.36798790870129444,0.13501742160278746,turn_right,turn_left,False,left_turn_confusion
front,1,0.3878267678648478,0.3878267678648478,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,2,0.40979944134550916,0.40979944134550916,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,3,0.4342446741361363,0.4342446741361363,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,4,0.4615698888783971,0.4615698888783971,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,5,0.4922668675477,0.4922668675477,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,6,0.5269306108398268,0.5269306108398268,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,7,0.5662812473530575,0.5662812473530575,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,8,0.6111878616940902,0.6111878616940902,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,9,0.6626909835539504,0.6626909835539504,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,10,0.7220163208450232,0.7220163208450232,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,11,0.7905648284318068,0.7905648284318068,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,12,0.8698521697150441,0.8698521697150441,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,13,0.9613549952318649,0.9613549952318649,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,14,1.0662107759029116,1.0662107759029116,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,15,1.1847372483919691,1.1847372483919691,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,16,1.315829355122828,1.315829355122828,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,17,1.4564735387631296,1.4564735387631296,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,18,1.6017789876251163,1.6017789876251163,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,19,1.745796326794899,1.745796326794899,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,20,1.8828783105758067,1.8828783105758067,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,21,2.008879270781872,2.008879270781872,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,22,2.1216328200776444,2.1216328200776444,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,23,2.22071290312106,2.22071290312106,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,24,2.306855405197828,2.306855405197828,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,25,2.3813900774034273,2.3813900774034273,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,26,2.445837108274303,2.445837108274303,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,27,2.501675613603465,2.501675613603465,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,28,2.5502357209114606,2.5502357209114606,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,29,2.5926638013896137,2.5926638013896137,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,30,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,31,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,32,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,33,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,34,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,35,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,36,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,37,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,38,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,39,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,40,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,41,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,42,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,43,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,44,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,45,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,46,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,47,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,48,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,49,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,50,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,51,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,52,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,53,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,54,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,55,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,56,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,57,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,58,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,59,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,60,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,61,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,62,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,63,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,64,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,65,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,66,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,67,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,68,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,69,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,70,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,71,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
