scenario,step,heading_error,mean_abs_heading_error,turn_bias,flywire_action,ideal_action,action_match,confusion_class
front,72,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,73,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,74,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,75,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,76,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,77,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,78,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,79,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,80,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,81,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,82,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,83,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,84,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,85,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,86,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,87,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,88,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,89,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,90,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,91,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,92,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,93,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,94,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,95,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,96,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
front,97,2.6299250802667236,2.6299250802667236,-0.010452961672473782,walk_forward,turn_left,False,left_turn_confusion
front,98,2.6299250802667236,2.6299250802667236,-0.06620209059233448,walk_forward,turn_left,False,left_turn_confusion
front,99,2.6299250802667236,2.6299250802667236,0.07665505226480837,walk_forward,turn_left,False,left_turn_confusion
