condition,timestep,active_neurons,motor_spikes,locomotion_drive,left_drive,right_drive,turn_bias,endocrine_drive,action
sensory,185,573,10,0.6203703703703703,0.0,0.4900398406374502,0.4900398406374502,0.0,turn_right
sensory,186,260,4,0.19444444444444445,0.0,0.26294820717131473,0.26294820717131473,1.0,turn_right
sensory,187,147,1,0.16666666666666666,0.0,0.09561752988047809,0.09561752988047809,0.0,walk_forward
sensory,188,573,10,0.6203703703703703,0.0,0.4900398406374502,0.4900398406374502,0.0,turn_right
sensory,189,260,4,0.19444444444444445,0.0,0.26294820717131473,0.26294820717131473,1.0,turn_right
sensory,190,147,1,0.16666666666666666,0.0,0.09561752988047809,0.09561752988047809,0.0,walk_forward
sensory,191,573,10,0.6203703703703703,0.0,0.4900398406374502,0.4900398406374502,0.0,turn_right
sensory,192,260,4,0.19444444444444445,0.0,0.26294820717131473,0.26294820717131473,1.0,turn_right
sensory,193,147,1,0.16666666666666666,0.0,0.09561752988047809,0.09561752988047809,0.0,walk_forward
sensory,194,573,10,0.6203703703703703,0.0,0.4900398406374502,0.4900398406374502,0.0,turn_right
sensory,195,260,4,0.19444444444444445,0.0,0.26294820717131473,0.26294820717131473,1.0,turn_right
sensory,196,147,1,0.16666666666666666,0.0,0.09561752988047809,0.09561752988047809,0.0,walk_forward
sensory,197,573,10,0.6203703703703703,0.0,0.4900398406374502,0.4900398406374502,0.0,turn_right
sensory,198,260,4,0.19444444444444445,0.0,0.26294820717131473,0.26294820717131473,1.0,turn_right
sensory,199,147,1,0.16666666666666666,0.0,0.09561752988047809,0.09561752988047809,0.0,walk_forward
sensory,200,573,10,0.6203703703703703,0.0,0.4900398406374502,0.4900398406374502,0.0,turn_right
ascending,0,50,0,0.0,0.0,0.0,0.0,0.0,rest
ascending,1,436,14,0.22044728434504793,0.0,0.1618798955613577,0.1618798955613577,0.0,turn_right
ascending,2,1864,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,3,393,5,0.08626198083067092,0.0,0.1227154046997389,0.1227154046997389,0.0,turn_right
ascending,4,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,5,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,6,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,7,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,8,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,9,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,10,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,11,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,12,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,13,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,14,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,15,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,16,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,17,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,18,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,19,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,20,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,21,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,22,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,23,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,24,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,25,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,26,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,27,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,28,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,29,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,30,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,31,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,32,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,33,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,34,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,35,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,36,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,37,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,38,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,39,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,40,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,41,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,42,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,43,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,44,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,45,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,46,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
ascending,47,1867,20,0.597444089456869,0.0,0.6488250652741514,0.6488250652741514,1.0,turn_right
ascending,48,396,5,0.08626198083067092,0.0,0.12532637075718014,0.12532637075718014,0.0,turn_right
ascending,49,446,14,0.22044728434504793,0.0,0.16579634464751958,0.16579634464751958,0.0,turn_right
