condition,step,x,y,heading,left_sensor,right_sensor,requested_action,action,locomotion_drive,left_drive,right_drive,turn_bias,collision
right,68,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,69,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,70,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,71,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,72,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,73,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,74,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,75,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,76,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,77,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,78,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,79,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,80,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,81,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,82,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,83,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,84,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,85,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,86,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,87,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,88,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,89,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,90,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,91,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,92,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,93,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,94,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,95,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,96,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,97,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,98,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,99,29.922152965028097,2.36281799456389,-0.7,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
front,0,15.46968635642369,9.828551096272275,-0.35,0.4714045207910318,0.4714045207910318,turn_right,turn_right,0.09523809523809523,0.03571428571428571,0.17073170731707318,0.13501742160278746,False
front,1,15.93937271284738,9.65710219254455,-0.35,0.6236929258542423,0.27658905007810464,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,2,16.40905906927107,9.485653288816824,-0.35,0.6433401859020166,0.27016004581482445,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,3,16.87874542569476,9.314204385089099,-0.35,0.6634094386920063,0.26159443442624186,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,4,17.34843178211845,9.142755481361373,-0.35,0.6838829510664248,0.250531104041663,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,5,17.81811813854214,8.971306577633648,-0.35,0.7047157230608453,0.23653326204073039,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,6,18.28780449496583,8.799857673905922,-0.35,0.7258203962116551,0.21907155803885928,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,7,18.75749085138952,8.628408770178197,-0.35,0.747044536746515,0.19750461642651046,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,8,19.22717720781321,8.456959866450472,-0.35,0.7681366279480564,0.171058159409392,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,9,19.6968635642369,8.285510962722746,-0.35,0.7886956818451629,0.13880598022294188,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,10,20.16654992066059,8.114062058995021,-0.35,0.8080979858419627,0.09966012358657034,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,11,20.63623627708428,7.942613155267296,-0.35,0.8253942265026462,0.05238517395441523,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,12,21.10592263350797,7.77116425153957,-0.35,0.8391739489793012,0.0,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,13,21.57560898993166,7.599715347811845,-0.35,0.8474082887652111,0.0,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,14,22.04529534635535,7.4282664440841195,-0.35,0.8473170181527118,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,15,22.51498170277904,7.256817540356394,-0.35,0.8353731861910172,0.0,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,16,22.98466805920273,7.085368636628669,-0.35,0.8076459134887956,0.0,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,17,23.45435441562642,6.913919732900943,-0.35,0.7607018697808986,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,18,23.92404077205011,6.742470829173218,-0.35,0.6930513940404657,0.0,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,19,24.3937271284738,6.571021925445493,-0.35,0.6065459660761066,0.0,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,20,24.86341348489749,6.399573021717767,-0.35,0.5066619688434478,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,21,25.33309984132118,6.228124117990042,-0.35,0.4010937036818805,0.0,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,22,25.80278619774487,6.056675214262317,-0.35,0.29741299140963484,0.0,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,23,26.27247255416856,5.885226310534591,-0.35,0.20124022043889056,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,24,26.74215891059225,5.713777406806866,-0.35,0.11567615305213444,0.0,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,25,27.21184526701594,5.5423285030791405,-0.35,0.04171283478972655,0.0,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,26,27.68153162343963,5.370879599351415,-0.35,0.0,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,27,28.15121797986332,5.19943069562369,-0.35,0.0,0.0,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,28,28.62090433628701,5.027981791895964,-0.35,0.0,0.0,walk_forward,walk_forward,0.5428571428571428,0.5714285714285714,0.5609756097560976,-0.010452961672473782,False
front,29,29.0905906927107,4.856532888168239,-0.35,0.0,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.21951219512195122,-0.06620209059233448,False
front,30,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,walk_forward,0.17142857142857143,0.14285714285714285,0.21951219512195122,0.07665505226480837,False
front,31,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,32,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,33,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,34,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,35,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,36,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,37,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,38,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,39,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,40,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,41,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,42,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,43,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,44,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,45,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,46,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,47,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,48,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,49,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,50,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,51,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,52,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,53,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,54,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,55,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,56,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,57,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,58,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,59,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,60,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,61,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,62,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,63,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,64,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,65,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,66,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,67,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,68,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,69,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,70,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,71,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,72,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,73,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,74,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,75,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,76,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,77,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,78,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,79,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,80,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,81,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,82,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,83,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,84,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,85,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,86,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,87,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,88,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,89,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,90,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,91,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,92,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,93,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,94,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,95,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,96,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
front,97,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.5714285714285714,0.5609756097560976,-0.010452961672473782,True
front,98,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.21951219512195122,-0.06620209059233448,True
front,99,29.56027704913439,4.685083984440514,-0.35,0.0,0.0,walk_forward,rest,0.0,0.14285714285714285,0.21951219512195122,0.07665505226480837,True
