scenario,step,x,y,heading,left_sensor,right_sensor,locomotion_drive,left_drive,right_drive,turn_bias,action,collision,requested_action
light_source,34,21.302786197744865,8.943324785737683,0.35,0.5979226860897376,0.0,0.2761904761904762,0.4107142857142857,0.12195121951219512,-0.2887630662020906,turn_left,False,turn_left
light_source,35,21.772472554168555,9.114773689465409,0.35,0.6626707168170636,0.0,0.3333333333333333,0.32142857142857145,0.3170731707317073,-0.004355400696864131,walk_forward,False,walk_forward
light_source,36,22.272472554168555,9.114773689465409,0.0,0.6683089509940819,0.0,0.3904761904761905,0.26785714285714285,0.5609756097560976,0.29311846689895477,turn_right,False,turn_right
light_source,37,22.742158910592245,9.286222593193134,0.35,0.582750344017488,0.0,0.2761904761904762,0.4107142857142857,0.12195121951219512,-0.2887630662020906,turn_left,False,turn_left
light_source,38,23.211845267015935,9.45767149692086,0.35,0.6694320736174061,0.0,0.3333333333333333,0.32142857142857145,0.3170731707317073,-0.004355400696864131,walk_forward,False,walk_forward
light_source,39,23.711845267015935,9.45767149692086,0.0,0.6698107021259417,0.0,0.3904761904761905,0.26785714285714285,0.5609756097560976,0.29311846689895477,turn_right,False,turn_right
light_source,40,24.181531623439625,9.629120400648585,0.35,0.5486374127386773,0.0,0.2761904761904762,0.4107142857142857,0.12195121951219512,-0.2887630662020906,turn_left,False,turn_left
light_source,41,24.651217979863315,9.80056930437631,0.35,0.658545907081662,0.0,0.3333333333333333,0.32142857142857145,0.3170731707317073,-0.004355400696864131,walk_forward,False,walk_forward
light_source,42,25.151217979863315,9.80056930437631,0.0,0.6521598598380062,0.0,0.3904761904761905,0.26785714285714285,0.5609756097560976,0.29311846689895477,turn_right,False,turn_right
light_source,43,25.620904336287005,9.972018208104036,0.35,0.49354202750508025,0.0,0.2761904761904762,0.4107142857142857,0.12195121951219512,-0.2887630662020906,turn_left,False,turn_left
light_source,44,26.090590692710695,10.143467111831761,0.35,0.6266037720602019,0.0,0.3333333333333333,0.32142857142857145,0.3170731707317073,-0.004355400696864131,walk_forward,False,walk_forward
light_source,45,26.590590692710695,10.143467111831761,0.0,0.6126191022534395,0.0,0.3904761904761905,0.26785714285714285,0.5609756097560976,0.29311846689895477,turn_right,False,turn_right
light_source,46,27.060277049134385,10.314916015559486,0.35,0.4184269815772945,0.0,0.2761904761904762,0.4107142857142857,0.12195121951219512,-0.2887630662020906,turn_left,False,turn_left
light_source,47,27.529963405558075,10.486364919287212,0.35,0.5730274096912027,0.0,0.3333333333333333,0.32142857142857145,0.3170731707317073,-0.004355400696864131,walk_forward,False,walk_forward
light_source,48,28.029963405558075,10.486364919287212,0.0,0.5518827870900432,0.0,0.3904761904761905,0.26785714285714285,0.5609756097560976,0.29311846689895477,turn_right,False,turn_right
light_source,49,28.499649761981765,10.657813823014937,0.35,0.32818730860698486,0.0,0.2761904761904762,0.4107142857142857,0.12195121951219512,-0.2887630662020906,turn_left,False,turn_left
light_source,50,28.969336118405455,10.829262726742662,0.35,0.5012798544597696,0.0,0.3333333333333333,0.32142857142857145,0.3170731707317073,-0.004355400696864131,walk_forward,False,walk_forward
light_source,51,29.469336118405455,10.829262726742662,0.0,0.4748271859370263,0.0,0.3904761904761905,0.26785714285714285,0.5609756097560976,0.29311846689895477,turn_right,False,turn_right
light_source,52,29.939022474829144,11.000711630470388,0.35,0.23087965489337253,0.0,0.2761904761904762,0.4107142857142857,0.12195121951219512,-0.2887630662020906,turn_left,False,turn_left
light_source,53,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,54,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,55,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,56,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,57,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,58,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,59,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,60,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,61,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,62,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,63,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,64,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,65,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,66,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,67,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,68,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,69,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,70,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,71,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,72,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,73,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,74,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,75,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,76,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,77,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,78,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,79,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,80,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,81,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,82,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,83,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,84,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,85,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,86,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,87,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,88,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,89,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,90,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,91,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,92,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,93,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,94,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,95,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,96,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
light_source,97,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.4107142857142857,0.12195121951219512,-0.2887630662020906,rest,True,turn_left
light_source,98,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.32142857142857145,0.3170731707317073,-0.004355400696864131,rest,True,walk_forward
light_source,99,29.939022474829144,11.000711630470388,0.35,0.4183205126863996,0.0,0.0,0.26785714285714285,0.5609756097560976,0.29311846689895477,rest,True,turn_right
obstacle,0,5.5,5.0,0.0,0.30304576336566325,0.30304576336566325,0.0761904761904762,0.03571428571428571,0.12195121951219512,0.08623693379790941,walk_forward,False,walk_forward
obstacle,1,6.0,5.0,0.0,0.31314728881118536,0.31314728881118536,0.4380952380952381,0.48214285714285715,0.43902439024390244,-0.04311846689895471,walk_forward,False,walk_forward
obstacle,2,6.5,5.0,0.0,0.3232488142567075,0.3232488142567075,0.4,0.35714285714285715,0.3902439024390244,0.03310104529616725,walk_forward,False,walk_forward
obstacle,3,7.0,5.0,0.0,0.33335033970222955,0.33335033970222955,0.1619047619047619,0.16071428571428573,0.17073170731707318,0.010017421602787457,walk_forward,False,walk_forward
obstacle,4,7.5,5.0,0.0,0.3434518651477517,0.3434518651477517,0.4380952380952381,0.48214285714285715,0.43902439024390244,-0.04311846689895471,walk_forward,False,walk_forward
obstacle,5,8.0,5.0,0.0,0.3535533905932738,0.3535533905932738,0.4,0.35714285714285715,0.3902439024390244,0.03310104529616725,walk_forward,False,walk_forward
obstacle,6,8.5,5.0,0.0,0.36365491603879585,0.36365491603879585,0.1619047619047619,0.16071428571428573,0.17073170731707318,0.010017421602787457,walk_forward,False,walk_forward
obstacle,7,9.0,5.0,0.0,0.373756441484318,0.373756441484318,0.4380952380952381,0.48214285714285715,0.43902439024390244,-0.04311846689895471,walk_forward,False,walk_forward
obstacle,8,9.5,5.0,0.0,0.38385796692984014,0.38385796692984014,0.4,0.35714285714285715,0.3902439024390244,0.03310104529616725,walk_forward,False,walk_forward
obstacle,9,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,10,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,11,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,12,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,13,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,14,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,15,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,16,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,17,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,18,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,19,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,20,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,21,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,22,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,23,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,24,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,25,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,26,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,27,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,28,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,29,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,30,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,31,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,32,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,33,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,34,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,35,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,36,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,37,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,38,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,39,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,40,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,41,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,42,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,43,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,44,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,45,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,46,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,47,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,48,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,49,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,50,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,51,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,52,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,53,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,54,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,55,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,56,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,57,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,58,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,59,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,60,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,61,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
obstacle,62,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.35714285714285715,0.3902439024390244,0.03310104529616725,rest,True,walk_forward
obstacle,63,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.16071428571428573,0.17073170731707318,0.010017421602787457,rest,True,walk_forward
obstacle,64,9.5,5.0,0.0,0.3939594923753622,0.3939594923753622,0.0,0.48214285714285715,0.43902439024390244,-0.04311846689895471,rest,True,walk_forward
