target_side,step,x,y,heading,distance_to_target,heading_error,left_sensor,right_sensor,requested_action,action,locomotion_drive,left_drive,right_drive,turn_bias,collision
left,37,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,38,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,39,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,40,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,41,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,42,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,43,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,44,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,45,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,46,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,47,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,48,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,49,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,50,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,51,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,52,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,53,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,54,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,55,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,56,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,57,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,58,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,59,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,60,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,61,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,62,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,63,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,64,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,65,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,66,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,67,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,68,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,69,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,70,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,71,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,72,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,73,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,74,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,75,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,76,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,77,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,78,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,79,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,80,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,81,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,82,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,83,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,84,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,85,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,86,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,87,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,88,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,89,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,90,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,91,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,92,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,93,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,94,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,95,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,96,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
left,97,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_left,rest,0.0,0.4107142857142857,0.14634146341463414,-0.26437282229965153,True
left,98,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,walk_forward,rest,0.0,0.19642857142857142,0.2682926829268293,0.07186411149825786,True
left,99,29.86341348489749,13.600426978282233,0.35,16.1825707254234,2.3850231156121886,0.0,0.0,turn_right,rest,0.0,0.39285714285714285,0.5853658536585366,0.1925087108013937,True
right,0,15.46968635642369,9.828551096272275,-0.35,9.839767371510645,-1.2685479538457844,0.0,0.4714045207910318,turn_right,turn_right,0.0761904761904762,0.017857142857142856,0.17073170731707318,0.15287456445993033,False
right,1,15.852107450065935,9.506442252653429,-0.7,9.544555066083085,-0.9601921609326853,0.0,0.5950870704794106,turn_right,turn_right,0.34285714285714286,0.25,0.5121951219512195,0.2621951219512195,False
right,2,16.321793806489623,9.334993348925703,-0.35,9.428109019912819,-1.3614568329714944,0.0,0.6714584244515118,turn_left,turn_left,0.29523809523809524,0.32142857142857145,0.21951219512195122,-0.10191637630662023,False
right,3,16.791480162913313,9.163544445197978,-0.35,9.337020294142592,-1.4138620022519959,0.0,0.5750639598758701,walk_forward,walk_forward,0.2761904761904762,0.2857142857142857,0.2682926829268293,-0.017421602787456414,False
right,4,17.173901256555556,8.841435601579132,-0.7,9.104769638498537,-1.1118903008954426,0.0,0.5571645578436584,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,5,17.643587612979246,8.669986697851407,-0.35,9.064062268564667,-1.516753917274075,0.0,0.6597134201215605,turn_left,turn_left,0.29523809523809524,0.32142857142857145,0.21951219512195122,-0.10191637630662023,False
right,6,18.113273969402936,8.498537794123681,-0.35,9.050835290000062,-1.5719447998633904,0.0,0.5193994047008417,walk_forward,walk_forward,0.2761904761904762,0.2857142857142857,0.2682926829268293,-0.017421602787456414,False
right,7,18.49569506304518,8.176428950504835,-0.7,8.892349203469916,-1.274810683029579,0.0,0.4932091329692151,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,8,18.96538141946887,8.00498004677711,-0.35,8.933305958667743,-1.6807285116422164,0.0,0.6209935522723072,turn_left,turn_left,0.29523809523809524,0.32142857142857145,0.21951219512195122,-0.10191637630662023,False
right,9,19.43506777589256,7.833531143049385,-0.35,9.001890709505707,-1.735965194575317,0.0,0.43907276861967504,walk_forward,walk_forward,0.2761904761904762,0.2857142857142857,0.2682926829268293,-0.017421602787456414,False
right,10,19.817488869534802,7.511422299430539,-0.7,8.923545481952456,-1.4410702507394222,0.0,0.40681860409979015,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,11,20.287175225958492,7.339973395702813,-0.35,9.045962155548425,-1.8450341852762673,0.0,0.556866864641503,turn_left,turn_left,0.29523809523809524,0.32142857142857145,0.21951219512195122,-0.10191637630662023,False
right,12,20.756861582382182,7.168524491975088,-0.35,9.193976216564549,-1.8974093547408843,0.0,0.3416832238791558,walk_forward,walk_forward,0.2761904761904762,0.2857142857142857,0.2682926829268293,-0.017421602787456414,False
right,13,21.139282676024425,6.846415648356242,-0.7,9.195879458006768,-1.601793468611642,0.0,0.3071379663287224,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,14,21.608969032448115,6.674966744628517,-0.35,9.39327699547686,-2.0012262962563807,0.0,0.47492501201643156,turn_left,turn_left,0.29523809523809524,0.32142857142857145,0.21951219512195122,-0.10191637630662023,False
right,15,22.078655388871805,6.503517840900791,-0.35,9.612653453720192,-2.048514238849754,0.0,0.23873612735803174,walk_forward,walk_forward,0.2761904761904762,0.2857142857142857,0.2682926829268293,-0.017421602787456414,False
right,16,22.46107648251405,6.181408997281945,-0.7,9.689039140678625,-1.7497210060483523,0.0,0.2058093412711827,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,17,22.93076283893774,6.00996009355422,-0.35,9.950709499005084,-2.1431159623247726,0.0,0.38589024875395767,turn_left,turn_left,0.29523809523809524,0.32142857142857145,0.21951219512195122,-0.10191637630662023,False
right,18,23.40044919536143,5.8385111898264945,-0.35,10.230139764322756,-2.184214308980657,0.0,0.14132731688087155,walk_forward,walk_forward,0.2761904761904762,0.2857142857142857,0.2682926829268293,-0.017421602787456414,False
right,19,23.78287028900367,5.516402346207649,-0.7,10.371571981079276,-1.8807769038137263,0.0,0.11277627974303364,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,20,24.25255664542736,5.344953442479923,-0.35,10.685426139332021,-2.2677517593796055,0.0,0.29947077175683035,turn_left,turn_left,0.2857142857142857,0.32142857142857145,0.1951219512195122,-0.12630662020905925,False
right,21,24.72224300185105,5.173504538752198,-0.35,11.013044910447398,-2.302572055822729,0.0,0.05686691756897066,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.2926829268292683,0.006968641114982577,False
right,22,25.104664095493295,4.851395695133352,-0.7,11.20893735701604,-1.9939796278244344,0.0,0.03392129696307386,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,23,25.574350451916985,4.6799467914056265,-0.35,11.563684077764524,-2.3749302012081865,0.0,0.22195141947799069,turn_left,turn_left,0.2857142857142857,0.32142857142857145,0.1951219512195122,-0.12630662020905925,False
right,24,26.044036808340675,4.508497887677901,-0.35,11.928843289572539,-2.4040123631567742,0.0,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.2926829268292683,0.006968641114982577,False
right,25,26.426457901982918,4.186389044059055,-0.7,12.169214987582624,-2.090403400609505,0.0,0.0,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,26,26.896144258406608,4.01494014033133,-0.35,12.555396949012176,-2.4660974433431706,0.0,0.15612199140948274,turn_left,turn_left,0.2857142857142857,0.32142857142857145,0.1951219512195122,-0.12630662020905925,False
right,27,27.365830614830298,3.843491236603604,-0.35,12.949370319846558,-2.4902431972069596,0.0,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.2926829268292683,0.006968641114982577,False
right,28,27.74825170847254,3.5213823929847585,-0.7,13.22565898472345,-2.1720881773601786,0.0,0.0,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,29,28.21793806489623,3.3499334892570327,-0.35,13.635832980418854,-2.5433804471050108,0.0,0.1023615147109135,turn_left,turn_left,0.2857142857142857,0.32142857142857145,0.1951219512195122,-0.12630662020905925,False
right,30,28.68762442131992,3.178484585529307,-0.35,14.051826449240004,-2.563420679653091,0.0,0.0,walk_forward,walk_forward,0.2857142857142857,0.2857142857142857,0.2926829268292683,0.006968641114982577,False
right,31,29.070045514962164,2.8563757419104614,-0.7,14.357056215397412,-2.2413034667478033,0.0,0.0,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,32,29.539731871385854,2.6849268381827356,-0.35,14.78555494454596,-2.6089883290070315,0.0,0.059776084374330594,turn_left,turn_left,0.2857142857142857,0.32142857142857145,0.1951219512195122,-0.12630662020905925,False
right,33,29.539731871385854,2.6849268381827356,-0.35,14.78555494454596,-2.6089883290070315,0.0,0.0,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,34,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.0,turn_right,turn_right,0.42857142857142855,0.39285714285714285,0.5121951219512195,0.11933797909407667,False
right,35,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,36,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,37,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,38,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,39,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
right,40,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,turn_right,rest,0.0,0.39285714285714285,0.5121951219512195,0.11933797909407667,True
right,41,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,turn_left,rest,0.0,0.32142857142857145,0.1951219512195122,-0.12630662020905925,True
right,42,29.922152965028097,2.36281799456389,-0.7,15.108062681466865,-2.28455347825858,0.0,0.03553203612043764,walk_forward,rest,0.0,0.2857142857142857,0.2926829268292683,0.006968641114982577,True
