scenario,step,sensor_asymmetry,delta_sensor_asymmetry,turn_bias,delta_turn_bias,action_code,action_changed,delta_heading,delta_x,delta_y,delta_distance,collision
left,45,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,46,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,47,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,48,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,49,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,50,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,51,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,52,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,53,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,54,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,55,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,56,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,57,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,58,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,59,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,60,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,61,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,62,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,63,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,64,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,65,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,66,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,67,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,68,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,69,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,70,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,71,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,72,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,73,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,74,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,75,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,76,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,77,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,78,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,79,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,80,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,81,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,82,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,83,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,84,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,85,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,86,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,87,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,88,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,89,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,90,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,91,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,92,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,93,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,94,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,95,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,96,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
left,97,0.0,0.0,-0.26437282229965153,-0.45688153310104523,-1.0,True,0.0,0.0,0.0,0.0,True
left,98,0.0,0.0,0.07186411149825786,0.3362369337979094,0.5,True,0.0,0.0,0.0,0.0,True
left,99,0.0,0.0,0.1925087108013937,0.12064459930313584,1.0,True,0.0,0.0,0.0,0.0,True
right,1,-0.5950870704794106,-0.12368254968837877,0.2621951219512195,0.10932055749128919,1.0,False,-0.35,0.38242109364224497,-0.32210884361884595,-0.29521230542755994,False
right,2,-0.6714584244515118,-0.07637135397210126,-0.10191637630662023,-0.3641114982578397,-1.0,True,0.35,0.46968635642368817,-0.17144890372772537,-0.11644604617026566,False
right,3,-0.5750639598758701,0.09639446457564171,-0.017421602787456414,0.08449477351916382,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,-0.09108872577022709,False
right,4,-0.5571645578436584,0.017899402032211742,0.11933797909407667,0.1367595818815331,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,-0.23225065564405512,False
right,5,-0.6597134201215605,-0.10254886227790216,-0.10191637630662023,-0.2212543554006969,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,-0.040707369933869586,False
right,6,-0.5193994047008417,0.14031401542071886,-0.017421602787456414,0.08449477351916382,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,-0.013226978564604863,False
right,7,-0.4932091329692151,0.02619027173162658,0.11933797909407667,0.1367595818815331,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,-0.1584860865301465,False
right,8,-0.6209935522723072,-0.12778441930309214,-0.10191637630662023,-0.2212543554006969,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,0.04095675519782738,False
right,9,-0.43907276861967504,0.1819207836526322,-0.017421602787456414,0.08449477351916382,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,0.06858475083796378,False
right,10,-0.40681860409979015,0.03225416451988489,0.11933797909407667,0.1367595818815331,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,-0.07834522755325146,False
right,11,-0.556866864641503,-0.15004826054171289,-0.10191637630662023,-0.2212543554006969,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,0.12241667359596953,False
right,12,-0.3416832238791558,0.21518364076234725,-0.017421602787456414,0.08449477351916382,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,0.14801406101612358,False
right,13,-0.3071379663287224,0.03454525755043336,0.11933797909407667,0.1367595818815331,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,0.0019032414422195387,False
right,14,-0.47492501201643156,-0.16778704568770914,-0.10191637630662023,-0.2212543554006969,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,0.19739753747009203,False
right,15,-0.23873612735803174,0.23618888465839982,-0.017421602787456414,0.08449477351916382,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,0.21937645824333174,False
right,16,-0.2058093412711827,0.03292678608684904,0.11933797909407667,0.1367595818815331,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,0.0763856869584334,False
right,17,-0.38589024875395767,-0.18008090748277497,-0.10191637630662023,-0.2212543554006969,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,0.2616703583264588,False
right,18,-0.14132731688087155,0.24456293187308611,-0.017421602787456414,0.08449477351916382,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,0.27943026531767146,False
right,19,-0.11277627974303364,0.02855103713783791,0.11933797909407667,0.1367595818815331,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,0.1414322167565203,False
right,20,-0.29947077175683035,-0.1866944920137967,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,0.3138541582527452,False
right,21,-0.05686691756897066,0.24260385418785968,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,0.32761877111537707,False
right,22,-0.03392129696307386,0.022945620605896798,0.11933797909407667,0.1123693379790941,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,0.19589244656864224,False
right,23,-0.22195141947799069,-0.18803012251491683,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,0.35474672074848357,False
right,24,0.0,0.22195141947799069,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,0.3651592118080149,False
right,25,0.0,0.0,0.11933797909407667,0.1123693379790941,1.0,True,-0.35,0.3824210936422432,-0.32210884361884595,0.24037169801008496,False
right,26,-0.15612199140948274,-0.15612199140948274,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.35,0.46968635642368994,-0.17144890372772537,0.38618196142955163,False
right,27,0.0,0.15612199140948274,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.46968635642368994,-0.1714489037277258,0.39397337083438266,False
right,28,0.0,0.0,0.11933797909407667,0.1123693379790941,1.0,True,-0.35,0.3824210936422432,-0.3221088436188455,0.2762886648768923,False
right,29,-0.1023615147109135,-0.1023615147109135,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.35,0.46968635642368994,-0.1714489037277258,0.4101739956954038,False
right,30,0.0,0.1023615147109135,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.46968635642368994,-0.1714489037277258,0.4159934688211493,False
right,31,0.0,0.0,0.11933797909407667,0.1123693379790941,1.0,True,-0.35,0.3824210936422432,-0.3221088436188455,0.3052297661574084,False
right,32,-0.059776084374330594,-0.059776084374330594,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.35,0.46968635642368994,-0.1714489037277258,0.4284987291485489,False
right,33,0.0,0.059776084374330594,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,34,0.0,0.0,0.11933797909407667,0.1123693379790941,1.0,True,-0.35,0.3824210936422432,-0.3221088436188455,0.3225077369209046,False
right,35,-0.03553203612043764,-0.03553203612043764,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,36,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,37,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,38,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,39,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,40,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,41,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,42,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,43,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,44,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,45,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,46,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,47,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,48,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,49,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,50,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,51,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,52,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,53,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,54,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,55,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,56,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,57,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,58,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,59,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,60,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,61,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,62,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,63,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,64,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,65,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,66,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,67,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,68,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,69,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,70,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,71,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,72,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,73,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,74,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,75,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,76,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,77,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,78,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,79,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,80,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,81,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,82,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,83,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,84,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,85,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,86,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,87,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,88,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,89,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,90,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,91,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,92,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,93,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,94,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,95,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,96,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
right,97,-0.03553203612043764,0.0,0.11933797909407667,0.1123693379790941,1.0,True,0.0,0.0,0.0,0.0,True
right,98,-0.03553203612043764,0.0,-0.12630662020905925,-0.24564459930313592,-1.0,True,0.0,0.0,0.0,0.0,True
right,99,-0.03553203612043764,0.0,0.006968641114982577,0.13327526132404183,0.5,True,0.0,0.0,0.0,0.0,True
front,1,0.34710387577613766,0.34710387577613766,-0.010452961672473782,-0.14547038327526124,0.5,True,0.0,0.46968635642368994,-0.17144890372772537,-0.4647422703185313,False
front,2,0.37318014008719214,0.026076264311054476,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.4607890802343473,False
front,3,0.40181500426576444,0.028634864178572306,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.4561653528896539,False
front,4,0.4333518470247618,0.031536842758997374,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.45071976174502826,False
front,5,0.4681824610201149,0.03483061399535309,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.4442591962388418,False
front,6,0.5067488381727958,0.03856637715268091,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.4365357265539487,False
front,7,0.5495399203200046,0.042791082147208837,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.4272295143580189,False
front,8,0.5970784685386643,0.04753854821865966,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.4159268696383398,False
front,9,0.649889701622221,0.05281123308355673,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.40209319586526604,False
front,10,0.7084378622553924,0.058548160633171364,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.3850422283930248,False
front,11,0.7730090525482309,0.06457119029283853,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.36390698467402505,False
