scenario,step,sensor_asymmetry,delta_sensor_asymmetry,turn_bias,delta_turn_bias,action_code,action_changed,delta_heading,delta_x,delta_y,delta_distance,collision
front,12,0.8391739489793012,0.06616489643107026,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.33762621911691326,False
front,13,0.8474082887652111,0.008234339785909928,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.30497517383833816,False
front,14,0.8473170181527118,-9.127061249936119e-05,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.2646904195680557,False
front,15,0.8353731861910172,-0.011943831961694573,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.2157531571057527,False
front,16,0.8076459134887956,-0.02772727270222164,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.15786574710180057,False
front,17,0.7607018697808986,-0.046944043707896954,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.09202618075759306,False
front,18,0.6930513940404657,-0.06765047574043292,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,-0.020884095943429326,False
front,19,0.6065459660761066,-0.08650542796435912,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.051538237443387036,False
front,20,0.5066619688434478,-0.09988399723265873,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.12085408156786315,False
front,21,0.4010937036818805,-0.10556826516156731,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.18353874829629646,False
front,22,0.29741299140963484,-0.10368071227224568,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.2376556509283887,False
front,23,0.20124022043889056,-0.09617277097074428,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.28282358454204015,False
front,24,0.11567615305213444,-0.08556406738675612,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.3197158555826931,False
front,25,0.04171283478972655,-0.07396331826240789,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.34950240153102996,False
front,26,0.0,-0.04171283478972655,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.37345416357679007,False
front,27,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.3927347864279964,False
front,28,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.4083232349138868,False
front,29,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.4210066590329449,False
front,30,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.46968635642368994,-0.17144890372772537,0.43140300581170443,False
front,31,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,32,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,33,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,34,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,35,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,36,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,37,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,38,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,39,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,40,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,41,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,42,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,43,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,44,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,45,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,46,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,47,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,48,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,49,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,50,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,51,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,52,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,53,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,54,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,55,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,56,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,57,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,58,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,59,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,60,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,61,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,62,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,63,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,64,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,65,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,66,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,67,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,68,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,69,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,70,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,71,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,72,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,73,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,74,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,75,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,76,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,77,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,78,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,79,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,80,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,81,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,82,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,83,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,84,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,85,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,86,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,87,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,88,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,89,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,90,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,91,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,92,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,93,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,94,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,95,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,96,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
front,97,0.0,0.0,-0.010452961672473782,-0.08710801393728215,0.5,False,0.0,0.0,0.0,0.0,True
front,98,0.0,0.0,-0.06620209059233448,-0.055749128919860697,0.5,False,0.0,0.0,0.0,0.0,True
front,99,0.0,0.0,0.07665505226480837,0.14285714285714285,0.5,False,0.0,0.0,0.0,0.0,True
